timestamp,open,high,low,close
2020-09-01 09:15:00,23898.95,23953.4,23572.5,23685.7
2020-09-01 09:16:00,23691.3,23737.05,23652.35,23725.7
2020-09-01 09:17:00,23721.25,23769.95,23687.6,23693.6
2020-09-01 09:18:00,23678.6,23687.25,23635.25,23680.5
2020-09-01 09:19:00,23666.9,23843.4,23655.4,23843.4
2020-09-01 09:20:00,23851.4,24010.1,23851.4,23951.8
2020-09-01 09:21:00,23962.85,23978.25,23941.35,23960.5
2020-09-01 09:22:00,23968.45,23968.45,23921.15,23944.25
2020-09-01 09:23:00,23933.6,23967.4,23898.4,23913.7
2020-09-01 09:24:00,23917.25,23960.3,23912.3,23930.6
2020-09-01 09:25:00,23931.0,24046.4,23930.75,24041.9
2020-09-01 09:26:00,24045.1,24091.0,24025.05,24081.1
2020-09-01 09:27:00,24083.0,24116.3,24071.35,24097.8
2020-09-01 09:28:00,24093.05,24110.65,24045.35,24100.85
2020-09-01 09:29:00,24099.2,24109.55,24074.55,24074.55
2020-09-01 09:30:00,24074.0,24170.25,24074.0,24154.15
2020-09-01 09:31:00,24152.25,24174.85,24148.1,24165.85
2020-09-01 09:32:00,24164.4,24176.5,24132.6,24176.5
2020-09-01 09:33:00,24181.95,24194.5,24151.45,24182.55
2020-09-01 09:34:00,24180.0,24199.65,24146.05,24147.35
2020-09-01 09:35:00,24145.4,24183.2,24142.6,24163.6
2020-09-01 09:36:00,24162.9,24162.9,24072.45,24074.0
2020-09-01 09:37:00,24077.6,24123.35,24064.65,24121.3
2020-09-01 09:38:00,24133.25,24133.25,24082.1,24095.5
2020-09-01 09:39:00,24095.65,24097.7,24043.25,24062.9
2020-09-01 09:40:00,24062.5,24063.4,23982.05,24006.25
2020-09-01 09:41:00,24007.85,24080.55,24002.15,24059.05
2020-09-01 09:42:00,24068.5,24101.2,24063.7,24090.4
2020-09-01 09:43:00,24082.9,24126.8,24082.7,24087.5
2020-09-01 09:44:00,24087.55,24098.55,24031.4,24031.7
2020-09-01 09:45:00,24029.8,24068.0,24027.5,24041.85
2020-09-01 09:46:00,24042.65,24042.65,23946.3,23958.25
2020-09-01 09:47:00,23955.55,23988.15,23924.7,23929.6
2020-09-01 09:48:00,23933.3,23971.05,23924.7,23924.7
2020-09-01 09:49:00,23927.4,23927.4,23832.35,23862.6
2020-09-01 09:50:00,23871.75,23922.05,23849.7,23914.05
2020-09-01 09:51:00,23916.05,23916.05,23815.75,23822.0
2020-09-01 09:52:00,23815.25,23815.25,23739.6,23748.05
2020-09-01 09:53:00,23749.25,23749.25,23681.0,23727.35
2020-09-01 09:54:00,23725.65,23726.45,23671.45,23716.65
2020-09-01 09:55:00,23720.55,23720.55,23641.8,23687.9
2020-09-01 09:56:00,23698.25,23698.25,23630.45,23656.55
2020-09-01 09:57:00,23656.15,23740.95,23624.65,23705.95
2020-09-01 09:58:00,23701.85,23814.45,23676.6,23806.8
2020-09-01 09:59:00,23807.7,23817.5,23774.7,23817.45
2020-09-01 10:00:00,23805.8,23809.65,23696.15,23732.15
2020-09-01 10:01:00,23729.95,23758.15,23697.9,23707.8
2020-09-01 10:02:00,23705.95,23733.4,23691.95,23697.0
2020-09-01 10:03:00,23700.1,23720.45,23674.1,23694.8
2020-09-01 10:04:00,23694.85,23733.45,23694.2,23717.0
2020-09-01 10:05:00,23714.95,23730.4,23672.95,23721.9
2020-09-01 10:06:00,23721.45,23782.4,23717.55,23763.85
2020-09-01 10:07:00,23769.4,23769.6,23721.95,23745.25
2020-09-01 10:08:00,23743.4,23743.4,23716.35,23716.35
2020-09-01 10:09:00,23717.15,23752.45,23717.15,23730.65
2020-09-01 10:10:00,23732.05,23792.6,23730.75,23786.15
2020-09-01 10:11:00,23787.05,23787.05,23750.1,23762.0
2020-09-01 10:12:00,23762.2,23793.5,23755.4,23776.3
2020-09-01 10:13:00,23783.25,23833.4,23778.35,23820.25
2020-09-01 10:14:00,23821.55,23879.6,23821.55,23848.45
2020-09-01 10:15:00,23857.6,23864.05,23809.5,23816.5
2020-09-01 10:16:00,23817.2,23842.5,23810.8,23841.75
2020-09-01 10:17:00,23837.75,23859.45,23823.3,23854.75
2020-09-01 10:18:00,23850.6,23852.0,23784.2,23784.2
2020-09-01 10:19:00,23779.65,23786.75,23742.55,23746.9
2020-09-01 10:20:00,23752.6,23757.55,23716.85,23741.8
2020-09-01 10:21:00,23737.0,23746.05,23712.3,23723.7
2020-09-01 10:22:00,23727.25,23760.65,23727.25,23742.85
2020-09-01 10:23:00,23745.25,23778.45,23744.8,23762.5
2020-09-01 10:24:00,23763.45,23763.45,23734.5,23745.0
2020-09-01 10:25:00,23755.1,23772.8,23751.55,23757.15
2020-09-01 10:26:00,23759.4,23802.8,23759.4,23786.15
2020-09-01 10:27:00,23784.35,23790.5,23771.45,23773.2
2020-09-01 10:28:00,23772.8,23784.65,23743.9,23746.05
2020-09-01 10:29:00,23747.6,23770.15,23742.65,23752.4
2020-09-01 10:30:00,23752.05,23770.15,23750.0,23757.75
2020-09-01 10:31:00,23757.15,23776.0,23732.7,23732.7
2020-09-01 10:32:00,23731.15,23732.05,23692.55,23719.4
2020-09-01 10:33:00,23721.3,23730.6,23712.75,23730.5
2020-09-01 10:34:00,23724.5,23754.55,23717.45,23754.55
2020-09-01 10:35:00,23752.75,23753.2,23733.85,23733.85
2020-09-01 10:36:00,23731.45,23750.65,23728.05,23741.55
2020-09-01 10:37:00,23741.5,23756.15,23741.5,23752.1
2020-09-01 10:38:00,23750.55,23785.1,23739.85,23744.8
2020-09-01 10:39:00,23746.8,23746.8,23692.85,23692.85
2020-09-01 10:40:00,23694.15,23728.95,23693.0,23707.65
2020-09-01 10:41:00,23706.1,23741.85,23706.1,23730.7
2020-09-01 10:42:00,23729.9,23751.3,23719.75,23723.1
2020-09-01 10:43:00,23725.0,23737.55,23717.85,23720.0
2020-09-01 10:44:00,23720.05,23735.55,23715.65,23725.7
2020-09-01 10:45:00,23735.6,23758.4,23731.55,23739.8
2020-09-01 10:46:00,23740.6,23759.95,23740.6,23756.75
2020-09-01 10:47:00,23757.3,23809.25,23754.8,23796.65
2020-09-01 10:48:00,23793.8,23828.95,23790.0,23790.0
2020-09-01 10:49:00,23793.85,23795.05,23770.85,23783.75
2020-09-01 10:50:00,23782.6,23819.25,23778.55,23795.3
2020-09-01 10:51:00,23790.6,23791.1,23763.4,23765.3
2020-09-01 10:52:00,23764.75,23771.1,23738.25,23752.55
2020-09-01 10:53:00,23756.2,23766.65,23743.25,23763.15
2020-09-01 10:54:00,23761.55,23768.7,23741.9,23744.4
2020-09-01 10:55:00,23744.05,23768.4,23744.05,23754.25
2020-09-01 10:56:00,23752.4,23767.9,23747.2,23764.4
2020-09-01 10:57:00,23763.5,23764.7,23753.35,23757.65
2020-09-01 10:58:00,23756.15,23766.6,23748.3,23748.4
2020-09-01 10:59:00,23746.55,23756.2,23727.7,23756.2
2020-09-01 11:00:00,23756.7,23806.1,23756.4,23772.1
2020-09-01 11:01:00,23769.1,23769.1,23747.05,23747.05
2020-09-01 11:02:00,23744.85,23748.9,23734.55,23742.45
2020-09-01 11:03:00,23743.0,23765.35,23735.05,23735.05
2020-09-01 11:04:00,23732.8,23753.35,23731.7,23740.95
2020-09-01 11:05:00,23741.9,23752.8,23736.1,23750.35
2020-09-01 11:06:00,23750.75,23770.5,23738.95,23738.95
2020-09-01 11:07:00,23737.4,23756.95,23736.55,23748.55
2020-09-01 11:08:00,23747.05,23776.05,23743.95,23762.65
2020-09-01 11:09:00,23764.05,23764.4,23737.9,23740.0
2020-09-01 11:10:00,23740.4,23759.3,23739.65,23751.6
2020-09-01 11:11:00,23753.55,23753.55,23584.9,23584.9
2020-09-01 11:12:00,23584.45,23635.7,23584.45,23623.4
2020-09-01 11:13:00,23618.6,23645.3,23607.5,23624.4
2020-09-01 11:14:00,23623.45,23631.9,23586.1,23586.1
2020-09-01 11:15:00,23583.65,23583.65,23506.4,23524.45
2020-09-01 11:16:00,23522.85,23532.25,23473.15,23503.9
2020-09-01 11:17:00,23499.25,23554.7,23499.25,23530.45
2020-09-01 11:18:00,23534.3,23606.25,23534.3,23570.8
2020-09-01 11:19:00,23571.9,23571.9,23538.35,23540.35
2020-09-01 11:20:00,23541.05,23581.5,23531.55,23560.6
2020-09-01 11:21:00,23559.35,23573.55,23545.25,23545.4
2020-09-01 11:22:00,23544.7,23571.7,23540.2,23571.2
2020-09-01 11:23:00,23576.5,23608.3,23576.3,23595.85
2020-09-01 11:24:00,23595.0,23664.55,23595.0,23625.8
2020-09-01 11:25:00,23623.5,23625.75,23599.0,23623.3
2020-09-01 11:26:00,23638.4,23657.5,23629.25,23629.25
2020-09-01 11:27:00,23627.25,23706.25,23622.9,23669.25
2020-09-01 11:28:00,23671.9,23673.1,23640.25,23656.05
2020-09-01 11:29:00,23655.9,23671.6,23648.15,23652.25
2020-09-01 11:30:00,23647.55,23683.65,23646.95,23671.5
2020-09-01 11:31:00,23672.0,23691.2,23646.85,23646.85
2020-09-01 11:32:00,23647.65,23650.8,23635.2,23635.2
2020-09-01 11:33:00,23635.3,23661.05,23616.75,23657.8
2020-09-01 11:34:00,23659.35,23659.7,23628.3,23638.5
2020-09-01 11:35:00,23639.35,23657.85,23624.3,23625.1
2020-09-01 11:36:00,23623.25,23661.95,23622.6,23653.3
2020-09-01 11:37:00,23650.0,23760.65,23636.45,23760.65
2020-09-01 11:38:00,23780.9,23895.7,23776.4,23820.6
2020-09-01 11:39:00,23818.85,23860.6,23788.35,23788.35
2020-09-01 11:40:00,23791.3,23859.4,23791.3,23797.55
2020-09-01 11:41:00,23798.6,23805.6,23556.4,23605.45
2020-09-01 11:42:00,23618.1,23655.2,23560.3,23625.05
2020-09-01 11:43:00,23628.45,23679.4,23628.45,23643.7
2020-09-01 11:44:00,23644.25,23687.95,23635.45,23686.6
2020-09-01 11:45:00,23685.35,23690.95,23652.35,23669.9
2020-09-01 11:46:00,23669.45,23709.85,23640.95,23688.25
2020-09-01 11:47:00,23688.7,23755.4,23684.8,23730.9
2020-09-01 11:48:00,23726.15,23741.9,23696.8,23728.0
2020-09-01 11:49:00,23727.0,23727.0,23698.85,23720.8
2020-09-01 11:50:00,23718.15,23721.15,23680.7,23693.5
2020-09-01 11:51:00,23687.0,23721.55,23685.95,23700.5
2020-09-01 11:52:00,23701.95,23705.2,23647.75,23667.45
