timestamp,open,high,low,close,SUPERT_10_1.5,SUPERTd_10_1.5,SUPERTl_10_1.5,SUPERTs_10_1.5,SUPERT_10_1.0,SUPERTd_10_1.0,SUPERTl_10_1.0,SUPERTs_10_1.0,MACD_12_20_9,MACDh_12_20_9,MACDs_12_20_9,EMA_200,EMA_100,EMA_50
2020-09-01 10:15:00,23857.6,23864.05,23809.5,23854.75,23891.941788480424,-1,,23891.941788480424,23722.51836166537,1,23722.51836166537,,-70.17833773610982,-11.543082179037995,-58.63525555707183,,,
2020-09-01 10:18:00,23850.6,23852.0,23716.85,23741.8,23891.941788480424,-1,,23891.941788480424,23722.51836166537,1,23722.51836166537,,-68.48520431848374,-7.8799590091295215,-60.60524530935422,,,
2020-09-01 10:21:00,23737.0,23778.45,23712.3,23762.5,23891.941788480424,-1,,23891.941788480424,23722.51836166537,1,23722.51836166537,,-64.97236292083471,-3.4936940891843946,-61.47866883165032,,,
2020-09-01 10:24:00,23763.45,23802.8,23734.5,23786.15,23891.941788480424,-1,,23891.941788480424,23722.51836166537,1,23722.51836166537,,-59.94498818166903,1.2269445199850324,-61.171932701654065,,,
2020-09-01 10:27:00,23784.35,23790.5,23742.65,23752.4,23891.941788480424,-1,,23891.941788480424,23722.51836166537,1,23722.51836166537,,-57.19589926880508,3.1808267462791946,-60.37672601508427,,,
2020-09-01 10:30:00,23752.05,23776.0,23692.55,23719.4,23882.02998252143,-1,,23882.02998252143,23832.778321680955,-1,,23832.778321680955,-56.18731619237951,3.351527858163813,-59.538844050543325,,,
2020-09-01 10:33:00,23721.3,23754.55,23712.75,23733.85,23872.37435569432,-1,,23872.37435569432,23826.132903796213,-1,,23826.132903796213,-53.745033673174476,4.6350483018950825,-58.38008197506956,,,
2020-09-01 10:36:00,23731.45,23785.1,23728.05,23744.8,23872.37435569432,-1,,23872.37435569432,23826.132903796213,-1,,23826.132903796213,-50.446069639456255,6.347209868490644,-56.7932795079469,,,
2020-09-01 10:39:00,23746.8,23746.8,23692.85,23730.7,23847.46383586151,-1,,23847.46383586151,23804.917557241006,-1,,23804.917557241006,-48.007726190349786,7.028442654077693,-55.03616884442748,,,
2020-09-01 10:42:00,23729.9,23751.3,23715.65,23725.7,23847.46383586151,-1,,23847.46383586151,23804.917557241006,-1,,23804.917557241006,-45.73063942981753,7.444423531687967,-53.175062961505496,,,
2020-09-01 10:45:00,23735.6,23809.25,23731.55,23796.65,23847.46383586151,-1,,23847.46383586151,23804.917557241006,-1,,23804.917557241006,-39.159087449341314,11.212780409731351,-50.371867859072665,,,
2020-09-01 10:48:00,23793.8,23828.95,23770.85,23795.3,23847.46383586151,-1,,23847.46383586151,23804.917557241006,-1,,23804.917557241006,-33.63348043939186,13.390709935744646,-47.024190375136506,,,
2020-09-01 10:51:00,23790.6,23791.1,23738.25,23763.15,23847.46383586151,-1,,23847.46383586151,23804.917557241006,-1,,23804.917557241006,-30.794704663429002,12.983588569366006,-43.77829323279501,,,
2020-09-01 10:54:00,23761.55,23768.7,23741.9,23764.4,23847.46383586151,-1,,23847.46383586151,23804.917557241006,-1,,23804.917557241006,-28.096964898486476,12.545062667446828,-40.642027565933304,,,
2020-09-01 10:57:00,23763.5,23766.6,23727.7,23756.2,23847.46383586151,-1,,23847.46383586151,23804.917557241006,-1,,23804.917557241006,-26.100571233775554,11.633165065726203,-37.73373629950176,,,
2020-09-01 11:00:00,23756.7,23806.1,23734.55,23742.45,23847.46383586151,-1,,23847.46383586151,23804.917557241006,-1,,23804.917557241006,-24.9956314504052,10.190483879277252,-35.18611532968245,,,
2020-09-01 11:03:00,23743.0,23765.35,23731.7,23750.35,23845.183543910625,-1,,23845.183543910625,23804.917557241006,-1,,23804.917557241006,-23.320485148109583,9.492504145258295,-32.81298929336788,,,
2020-09-01 11:06:00,23750.75,23776.05,23736.55,23762.65,23845.183543910625,-1,,23845.183543910625,23804.917557241006,-1,,23804.917557241006,-20.975475925504725,9.470010694290526,-30.44548661979525,,,
2020-09-01 11:09:00,23764.05,23764.4,23584.9,23584.9,23785.432887533963,-1,,23785.432887533963,23748.505258355977,-1,,23748.505258355977,-29.29046189170913,0.9240197824688998,-30.214481674178028,,,
2020-09-01 11:12:00,23584.45,23645.3,23584.45,23586.1,23723.677831808673,-1,,23723.677831808673,23687.41022120578,-1,,23687.41022120578,-35.156653171445214,-3.9537371978137443,-31.20291597363147,,,
2020-09-01 11:15:00,23583.65,23583.65,23473.15,23530.45,23643.346780313084,-1,,23643.346780313084,23605.03118687539,-1,,23605.03118687539,-42.394042786028876,-8.952901449917924,-33.44114133611095,,,
2020-09-01 11:18:00,23534.3,23606.25,23531.55,23560.6,23643.346780313084,-1,,23643.346780313084,23605.03118687539,-1,,23605.03118687539,-45.54656387871,-9.68433803407924,-35.862225844630764,,,
2020-09-01 11:21:00,23559.35,23608.3,23540.2,23595.85,23643.346780313084,-1,,23643.346780313084,23605.03118687539,-1,,23605.03118687539,-45.22674942030426,-7.491618860538793,-37.735130559765466,,,
2020-09-01 11:24:00,23595.0,23664.55,23595.0,23629.25,23643.346780313084,-1,,23643.346780313084,23554.70217737496,1,23554.70217737496,,-42.36173762731414,-3.7012856540389407,-38.6604519732752,,,
2020-09-01 11:27:00,23627.25,23706.25,23622.9,23652.25,23550.713257608033,1,23550.713257608033,,23588.66717173869,1,23588.66717173869,,-38.19970680224287,0.36859613682586456,-38.56830293906874,,,
2020-09-01 11:30:00,23647.55,23691.2,23635.2,23635.2,23552.348074461894,1,23552.348074461894,,23589.298716307927,1,23589.298716307927,,-35.45295489876662,2.4922784322416973,-37.94523333100832,,,
2020-09-01 11:33:00,23635.3,23661.05,23616.75,23625.1,23552.348074461894,1,23552.348074461894,,23589.298716307927,1,23589.298716307927,,-33.422614358762075,3.618095177796995,-37.04070953655907,,,
2020-09-01 11:36:00,23623.25,23895.7,23622.6,23820.6,23622.248696315048,1,23622.248696315048,,23667.882464210034,1,23667.882464210034,,-19.9206669950363,13.696034033218218,-33.61670102825452,,,
2020-09-01 11:39:00,23818.85,23860.6,23556.4,23605.45,23877.52512772524,-1,,23877.52512772524,23821.18341848349,-1,,23821.18341848349,-21.901657225811505,9.372035041954412,-31.273692267765917,,,
2020-09-01 11:42:00,23618.1,23687.95,23560.3,23686.6,23795.406745051143,-1,,23795.406745051143,23738.312830034094,-1,,23738.312830034094,-18.341292131779483,10.345920108789151,-28.687212240568634,,,23784.547
2020-09-01 11:45:00,23685.35,23755.4,23640.95,23730.9,23795.406745051143,-1,,23795.406745051143,23738.312830034094,-1,,23738.312830034094,-12.750517504744494,12.749355788659315,-25.49987329340381,,,23782.44319607843
2020-09-01 11:48:00,23726.15,23741.9,23680.7,23693.5,23795.406745051143,-1,,23795.406745051143,23738.312830034094,-1,,23738.312830034094,-10.475521288371965,12.019481604025476,-22.49500289239744,,,23778.95522760477
2020-09-01 11:51:00,23687.0,23721.55,23647.75,23660.95,23795.406745051143,-1,,23795.406745051143,23738.312830034094,-1,,23738.312830034094,-10.488062334618007,9.605552446223545,-20.093614780841552,,,23774.327571620266
2020-09-01 11:54:00,23664.3,23689.85,23636.75,23647.45,23795.406745051143,-1,,23795.406745051143,23738.312830034094,-1,,23738.312830034094,-11.135200903579971,7.166731101809265,-18.301932005389236,,,23769.35198057633
2020-09-01 11:57:00,23647.75,23661.4,23614.0,23627.55,23779.95283206679,-1,,23779.95283206679,23732.53522137786,-1,,23732.53522137786,-12.633776571339695,4.534524347239632,-17.168300918579327,,,23763.791118592948
2020-09-01 12:00:00,23629.35,23629.35,23539.35,23572.25,23725.875556906205,-1,,23725.875556906205,23678.700371270803,-1,,23678.700371270803,-16.83695315843579,0.2650782081148293,-17.10203136655062,,,23756.27970217754
2020-09-01 12:03:00,23567.85,23612.75,23534.7,23582.2,23712.79945917461,-1,,23712.79945917461,23666.44130611641,-1,,23666.44130611641,-19.22492419898481,-1.6983142659473494,-17.52660993303746,,,23749.45304719019
2020-09-01 12:06:00,23581.35,23646.4,23580.65,23639.35,23712.79945917461,-1,,23712.79945917461,23666.44130611641,-1,,23666.44130611641,-17.42194343224037,0.08373320063767409,-17.505676632878043,,,23745.135280633713
2020-09-01 12:09:00,23642.55,23681.2,23621.8,23658.6,23712.79945917461,-1,,23712.79945917461,23666.44130611641,-1,,23666.44130611641,-14.658167776640767,2.2780070849898237,-16.93617486163059,,,23741.741740216705
2020-09-01 12:12:00,23658.85,23667.95,23614.25,23653.35,23712.79945917461,-1,,23712.79945917461,23666.44130611641,-1,,23666.44130611641,-12.635230842108285,3.4407552156178447,-16.07598605772613,,,23738.27539746311
2020-09-01 12:15:00,23656.05,23661.4,23610.7,23639.75,23712.79945917461,-1,,23712.79945917461,23666.44130611641,-1,,23666.44130611641,-11.698473542895954,3.502010011864142,-15.200483554760096,,,23734.411656386124
2020-09-01 12:18:00,23641.3,23664.95,23623.75,23655.8,23712.79945917461,-1,,23712.79945917461,23666.44130611641,-1,,23666.44130611641,-9.86925680404238,4.2649814005741735,-14.134238204616553,,,23731.328846331766
2020-09-01 12:21:00,23653.7,23655.15,23580.95,23616.8,23712.79945917461,-1,,23712.79945917461,23666.44130611641,-1,,23666.44130611641,-10.60997722295724,2.8194087853274503,-13.429386008284691,,,23726.83751902464
2020-09-01 12:24:00,23614.65,23645.2,23611.0,23641.0,23712.79945917461,-1,,23712.79945917461,23666.44130611641,-1,,23666.44130611641,-9.6032763389303,3.0608877354835133,-12.664164074413813,,,23723.47134180799
2020-09-01 12:27:00,23641.2,23701.75,23622.35,23701.75,23712.79945917461,-1,,23712.79945917461,23589.2765821571,1,23589.2765821571,,-5.131431686484575,6.026185910343392,-11.157617596827967,,,23722.619524482187
2020-09-01 12:30:00,23702.05,23722.75,23684.2,23695.85,23712.79945917461,-1,,23712.79945917461,23634.127195419016,1,23634.127195419016,,-1.9785333014806383,7.343267436277863,-9.321800737758501,,,23721.569739208375
2020-09-01 12:33:00,23686.7,23727.5,23665.0,23720.15,23593.256347432925,1,23593.256347432925,,23634.127195419016,1,23634.127195419016,,1.8883893932907085,8.968152104839367,-7.079762711548659,,,23721.51406316099
2020-09-01 12:36:00,23718.25,23836.1,23718.25,23792.55,23666.79750088553,1,23666.79750088553,,23703.59000059035,1,23703.59000059035,,9.064335494513216,12.915278564849501,-3.8509430703362844,,,23724.299786174288
2020-09-01 12:39:00,23791.95,23898.85,23780.55,23897.8,23722.61057796557,1,23722.61057796557,,23761.64038531038,1,23761.64038531038,,20.59369590908318,19.55571118353557,1.0379847255476085,,,23731.10371612824
2020-09-01 12:42:00,23892.6,23905.3,23812.8,23831.35,23739.793162112303,1,23739.793162112303,,23779.5454414082,1,23779.5454414082,,25.22395797138597,19.34877859667069,5.875179374715281,,,23735.034942946742
2020-09-01 12:45:00,23830.9,23929.1,23830.9,23898.1,23757.937263596334,1,23757.937263596334,,23798.624842397556,1,23798.624842397556,,32.31124346272918,21.148851270411118,11.162392192318062,,,23741.42965106648
2020-09-01 12:48:00,23900.45,23933.65,23881.6,23886.9,23789.96327087458,1,23789.96327087458,,23829.18384724972,1,23829.18384724972,,36.60720571122147,20.355850815122725,16.251354896098743,,,23747.1343706325
2020-09-01 12:51:00,23882.8,24026.65,23882.8,23993.15,23827.247460161274,1,23827.247460161274,,23869.73997344085,1,23869.73997344085,,45.58679284341997,23.46835035785698,22.11844248556299,,,23756.7820423724
2020-09-01 12:54:00,23997.8,24030.8,23980.3,24004.05,23883.24734153017,1,23883.24734153017,,23924.014894353444,1,23924.014894353444,,52.432164782090695,24.25097783722216,28.181186944868536,,,23766.478825024464
2020-09-01 12:57:00,24006.9,24017.45,23931.05,23967.2,23883.24734153017,1,23883.24734153017,,23924.014894353444,1,23924.014894353444,,54.744817075323226,21.250904104363748,33.49391297095948,,,23774.350243650955
2020-09-01 13:00:00,23963.65,23986.05,23909.95,23936.2,23883.24734153017,1,23883.24734153017,,23924.014894353444,1,23924.014894353444,,53.89633744522871,16.321939579415385,37.574397865813324,,,23780.697292919544
2020-09-01 13:03:00,23938.55,24015.75,23938.55,23995.75,23883.24734153017,1,23883.24734153017,,23924.014894353444,1,23924.014894353444,,55.94718875486433,14.698232711240799,41.24895604362353,,,23789.130732412897
2020-09-01 13:06:00,23998.9,24106.65,23998.9,24072.45,23926.46290434611,1,23926.46290434611,,23968.56693623074,1,23968.56693623074,,61.19275347535222,15.955037945382948,45.23771552996927,,,23800.24129192612
2020-09-01 13:09:00,24068.65,24109.6,24041.15,24094.15,23951.427187840003,1,23951.427187840003,,23992.74312522667,1,23992.74312522667,,65.58378648883081,16.276856767089228,49.30692972174158,,,23811.767123615293
2020-09-01 13:12:00,24093.45,24115.8,24017.95,24057.85,23951.427187840003,1,23951.427187840003,,23992.74312522667,1,23992.74312522667,,65.85701269345736,13.24006637737262,52.61694631608474,,,23821.417432493123
2020-09-01 13:15:00,24055.4,24094.95,23994.0,24019.15,23951.427187840003,1,23951.427187840003,,23992.74312522667,1,23992.74312522667,,62.83311608537406,8.172935815431451,54.66018026994261,,,23829.171650826724
2020-09-01 13:18:00,24019.2,24068.1,24019.2,24034.55,23951.427187840003,1,23951.427187840003,,23992.74312522667,1,23992.74312522667,,60.5000506808683,4.6718963287405515,55.82815435212775,,,23837.22570373548
2020-09-01 13:21:00,24034.9,24042.15,23961.95,23971.45,23951.427187840003,1,23951.427187840003,,24084.000379498455,-1,,24084.000379498455,54.129314885019994,-1.359071573686208,55.4883864587062,,,23842.48940162821
2020-09-01 13:24:00,23968.0,24021.7,23933.2,23951.1,24101.35815316759,-1,,24101.35815316759,24060.05543544506,-1,,24060.05543544506,47.26630740929977,-6.577663239525151,53.84397064882492,,,23846.748640780046
2020-09-01 13:27:00,23951.55,23986.0,23921.0,23950.6,24074.766997123195,-1,,24074.766997123195,24034.344664748794,-1,,24034.344664748794,41.2903594530253,-10.042888956639693,51.333248409664996,,,23850.821243102397
2020-09-01 13:30:00,23947.85,24011.5,23946.7,23989.25,24074.766997123195,-1,,24074.766997123195,24034.344664748794,-1,,24034.344664748794,38.37558084250122,-10.366134053731024,48.741714896232246,,,23856.249821804264
2020-09-01 13:33:00,23991.0,24011.9,23968.9,23981.65,24074.766997123195,-1,,24074.766997123195,24034.344664748794,-1,,24034.344664748794,35.13641947631186,-10.884236335936315,46.02065581224817,,,23861.167475851154
2020-09-01 13:36:00,23985.05,24006.95,23958.15,23994.95,24074.766997123195,-1,,24074.766997123195,24034.344664748794,-1,,24034.344664748794,32.92128979338304,-10.479492815092108,43.40078260847515,,,23866.41384934719
2020-09-01 13:39:00,23993.4,24001.25,23952.35,23977.45,24074.766997123195,-1,,24074.766997123195,24034.344664748794,-1,,24034.344664748794,29.71745366552932,-10.94666315435667,40.66411681988599,,,23870.76820819632
2020-09-01 13:42:00,23975.55,23980.15,23926.75,23926.75,24056.675616786768,-1,,24056.675616786768,24022.267077857843,-1,,24022.267077857843,23.857850861924817,-13.44501276636894,37.30286362829376,,,23872.96357258078
2020-09-01 13:45:00,23915.25,23915.4,23817.85,23864.9,23975.863467346797,-1,,23975.863467346797,23939.450644897865,-1,,23939.450644897865,15.397453831148596,-17.52432783771613,32.921781668864725,,,23872.6473540482
2020-09-01 13:48:00,23864.5,23880.15,23719.65,23756.95,23922.29043213638,-1,,23922.29043213638,23881.49362142425,-1,,23881.49362142425,2.3681029346043942,-24.442942987408266,26.81104592201266,,,23868.110202909054
2020-09-01 13:51:00,23763.8,23786.7,23726.65,23726.65,23875.83370945456,-1,,23875.83370945456,23836.114139636375,-1,,23836.114139636375,-9.417269772780855,-28.982652555834814,19.56538278305396,,,23862.562743971444
2020-09-01 13:54:00,23728.1,23822.8,23720.15,23801.65,23875.83370945456,-1,,23875.83370945456,23836.114139636375,-1,,23836.114139636375,-13.906184852457955,-26.77725410840953,12.871069255951577,,,23860.17400891374
2020-09-01 13:57:00,23803.95,23850.05,23790.15,23815.9,23875.83370945456,-1,,23875.83370945456,23836.114139636375,-1,,23836.114139636375,-16.303835080456338,-23.339923469126333,7.036088388669993,,,23858.437773270063
2020-09-01 14:00:00,23815.6,23820.05,23727.1,23737.15,23875.83370945456,-1,,23875.83370945456,23854.486842415467,-1,,23854.486842415467,-22.515899393019936,-23.641590225351944,1.1256908323320083,,,23853.68139000457
2020-09-01 14:03:00,23735.1,23771.2,23718.15,23734.2,23861.863334981776,-1,,23861.863334981776,23822.800556654518,-1,,23822.800556654518,-27.114646073438053,-22.59226952461605,-4.522376548822004,,,23848.99584529851
2020-09-01 14:06:00,23735.1,23831.05,23722.05,23824.9,23861.863334981776,-1,,23861.863334981776,23695.336897764602,1,23695.336897764602,,-24.922263186668715,-16.319909310277367,-8.602353876391348,,,23848.050910188766
2020-09-01 14:09:00,23828.0,23854.75,23801.85,23810.9,23861.863334981776,-1,,23861.863334981776,23749.91829155012,1,23749.91829155012,,-23.69919697392106,-12.07747447802377,-11.621722495897291,,,23846.594011749992
2020-09-01 14:12:00,23808.35,23808.6,23770.4,23799.3,23861.863334981776,-1,,23861.863334981776,23749.91829155012,1,23749.91829155012,,-23.095469404834148,-9.178997527149486,-13.916471877684662,,23804.614499999996,23844.739344622543
2020-09-01 14:15:00,23799.2,23805.35,23757.8,23776.6,23861.863334981776,-1,,23861.863334981776,23749.91829155012,1,23749.91829155012,,-23.625282813049125,-7.767048748291568,-15.858234064757557,,23804.059757425737,23842.067213460876
2020-09-01 14:18:00,23780.65,23814.05,23762.05,23790.85,23861.863334981776,-1,,23861.863334981776,23749.91829155012,1,23749.91829155012,,-22.849568055036798,-5.593067192223394,-17.256500862813404,,23803.79817807077,23840.058695285938
2020-09-01 14:21:00,23792.85,23797.05,23747.75,23751.35,23861.863334981776,-1,,23861.863334981776,23749.91829155012,1,23749.91829155012,,-24.235931950115628,-5.583544869841781,-18.652387080273847,,23802.75960028719,23836.579922921785
2020-09-01 14:24:00,23749.85,23749.85,23635.95,23635.95,23801.794171296104,-1,,23801.794171296104,23765.4961141974,-1,,23765.4961141974,-31.70555219286689,-10.442532090074433,-21.263020102792456,,23799.456439885464,23828.712082807207
2020-09-01 14:27:00,23640.35,23678.55,23637.7,23672.4,23762.519683595445,-1,,23762.519683595445,23727.721455730298,-1,,23727.721455730298,-34.823238720204245,-10.848174893929428,-23.975063826274816,,23796.94047077882,23822.582197206924
2020-09-01 14:30:00,23680.55,23680.55,23607.2,23628.95,23748.832723183663,-1,,23748.832723183663,23713.846815455774,-1,,23713.846815455774,-39.24632857123652,-12.217011795969363,-27.029316775267155,,23793.613926803002,23814.988777708615
2020-09-01 14:33:00,23631.3,23661.95,23569.6,23569.6,23724.089493510495,-1,,23724.089493510495,23687.984662340332,-1,,23687.984662340332,-45.53585408252911,-14.805229845809563,-30.73062423671955,,23789.17800746037,23805.365688386708
2020-09-01 14:36:00,23566.85,23606.85,23531.65,23595.1,23678.013049288147,-1,,23678.013049288147,23641.75869952543,-1,,23641.75869952543,-48.18921457897159,-13.966872273801627,-34.22234230516996,,23785.33487859977,23797.119975116642
2020-09-01 14:39:00,23595.05,23671.25,23595.05,23662.7,23678.013049288147,-1,,23678.013049288147,23560.272166628565,1,23560.272166628565,,-45.5525680054925,-9.06418056025803,-36.48838744523447,,23782.90646516215,23791.848603543443
2020-09-01 14:42:00,23666.7,23700.35,23650.15,23667.75,23678.013049288147,-1,,23678.013049288147,23604.639970968725,1,23604.639970968725,,-42.57062878981742,-4.86579307566636,-37.70483571415106,,23780.626139119337,23786.98199163978
2020-09-01 14:45:00,23669.45,23722.6,23665.7,23694.4,23590.291477949395,1,23590.291477949395,,23624.910985299597,1,23624.910985299597,,-38.102102008742804,-0.3178130356733959,-37.78428897306941,,23778.918690819944,23783.351325300962
2020-09-01 14:48:00,23692.85,23717.15,23624.8,23624.8,23590.291477949395,1,23590.291477949395,,23742.525130567716,-1,,23742.525130567716,-38.20199026778937,-0.33416103577596346,-37.867829232013406,,23775.866835556182,23777.133626269555
2020-09-01 14:51:00,23628.0,23663.9,23622.65,23622.65,23590.291477949395,1,23590.291477949395,,23711.79509705352,-1,,23711.79509705352,-37.84473270394301,0.018477222456318998,-37.86320992639933,,23772.832838812494,23771.075444847218
2020-09-01 14:54:00,23619.95,23678.35,23603.9,23671.15,23590.291477949395,1,23590.291477949395,,23710.238090951432,-1,,23710.238090951432,-34.1742354084854,2.9511796143311386,-37.12541502281654,,23770.819317251848,23767.156799951248
2020-09-01 14:57:00,23671.95,23707.7,23662.1,23685.85,23590.291477949395,1,23590.291477949395,,23710.238090951432,-1,,23710.238090951432,-30.00196113601487,5.698763109441337,-35.70072424545621,,23769.136756514188,23763.96829799238
2020-09-01 15:00:00,23688.85,23714.7,23658.9,23677.9,23590.291477949395,1,23590.291477949395,,23710.238090951432,-1,,23710.238090951432,-26.834147335681337,7.093261527819898,-33.927408863501235,,23767.330088068364,23760.59307062013
2020-09-01 15:03:00,23677.2,23748.45,23672.85,23731.9,23610.661451350697,1,23610.661451350697,,23643.990967567133,1,23643.990967567133,,-20.85096171805708,10.461157716355327,-31.312119434412406,,23766.62850216602,23759.46785216444
2020-09-01 15:06:00,23732.9,23829.05,23717.25,23826.55,23666.39027922084,1,23666.39027922084,,23701.976852813892,1,23701.976852813892,,-10.417666329940403,16.715562483577603,-27.133228813518006,,23767.815066479565,23762.098524628578
2020-09-01 15:09:00,23827.15,23862.35,23788.6,23852.1,23718.328749911863,1,23718.328749911863,,23754.04416660791,1,23754.04416660791,,-0.7801959950047603,21.082426254810596,-21.862622249815356,,23769.484075064127,23765.627994250986
2020-09-01 15:12:00,23851.95,23878.55,23847.1,23878.55,23761.67589428693,1,23761.67589428693,,23795.392262857953,1,23795.392262857953,,8.159555228361569,24.01774198254154,-15.858186754179972,,23771.643796349985,23770.056308201925
2020-09-01 15:15:00,23881.6,23893.75,23832.05,23844.65,23762.610807357425,1,23762.610807357425,,23796.040538238285,1,23796.040538238285,,12.897173487599503,23.00428819342358,-10.107114705824078,,23773.089463748995,23772.981551017536
2020-09-01 15:18:00,23845.85,23861.5,23833.15,23843.45,23762.610807357425,1,23762.610807357425,,23796.040538238285,1,23796.040538238285,,16.264842067197606,21.097565418417346,-4.832723351219741,,23774.48274169456,23775.74501960508
2020-09-01 15:21:00,23843.55,23864.2,23832.4,23844.45,23762.610807357425,1,23762.610807357425,,23796.040538238285,1,23796.040538238285,,18.66331593117866,18.796831425918718,-0.13351549474006097,,23775.868231958033,23778.439332561746
2020-09-01 15:24:00,23843.95,23854.35,23836.7,23853.5,23762.610807357425,1,23762.610807357425,,23796.040538238285,1,23796.040538238285,,20.756457959923864,16.71197876373114,4.044479196192724,,23777.405494691535,23781.38288814756
2020-09-01 15:27:00,23854.75,23869.6,23841.75,23847.4,23776.351278184953,1,23776.351278184953,,23802.792518789967,1,23802.792518789967,,21.697266942224815,14.122230196825672,7.575036745399142,,23778.791524499622,23783.971794494715
2020-09-01 15:30:00,23858.3,23858.3,23858.3,23858.3,23785.273661173735,1,23785.273661173735,,23809.615774115824,1,23809.615774115824,,22.73843913831297,12.130721914331062,10.607717223981908,,23780.365949757055,23786.88662608316
2020-09-02 09:15:00,23837.45,23866.95,23697.2,23718.15,23873.261232992292,-1,,23873.261232992292,23842.865821994863,-1,,23842.865821994863,14.9884436527027,3.504581142976633,11.483862509726066,,23779.133950751966,23784.191072119116
2020-09-02 09:18:00,23711.8,23743.1,23654.75,23681.65,23794.24511543951,-1,,23794.24511543951,23762.471743626338,-1,,23762.471743626338,6.696491890419566,-3.829896495445201,10.526388385864767,,23777.20357548955,23780.16985360464
2020-09-02 09:21:00,23679.0,23696.75,23633.45,23673.45,23760.383103849254,-1,,23760.383103849254,23728.622069232835,-1,,23728.622069232835,-0.23026227030641166,-8.605320524936943,8.375058254630531,,23775.149049242234,23775.98476130642
2020-09-02 09:24:00,23673.2,23744.4,23672.3,23708.85,23760.383103849254,-1,,23760.383103849254,23728.622069232835,-1,,23728.622069232835,-3.4550628948891244,-9.464096919615725,6.009034024726601,,23773.83619678199,23773.352025568915
2020-09-02 09:27:00,23709.9,23761.8,23687.85,23744.25,23760.383103849254,-1,,23760.383103849254,23659.488122082323,1,23659.488122082323,,-3.798517396564421,-7.846041137032818,4.047523740468397,,23773.250331499177,23772.21076966425
